Name,Abs_Thickness_nm,Abs_Eg_eV,Abs_Chi_eV,Abs_Eps_r,Abs_mu_n,Abs_mu_p,Abs_log10_NA,Abs_log10_Nt,ETL_Thickness_nm,ETL_Eg_eV,ETL_Chi_eV,ETL_Eps_r,ETL_mu_n,ETL_mu_p,ETL_log10_ND,ETL_log10_Nt,HTL_Thickness_nm,HTL_Eg_eV,HTL_Chi_eV,HTL_Eps_r,HTL_mu_n,HTL_mu_p,HTL_log10_NA,HTL_log10_Nt,Voc,Jsc,FF,PCE
Structure 24,1200,1.528,4.16,5.28,25,20,19,14,50,2.24,4.24,10,50,50,19,14,50,3.8,1.46,11.7,2.8,12,19,14,1.1769,23.005516,89.3,24.18
Structure 24,200,1.528,4.16,5.28,25,20,19,14,50,2.24,4.24,10,50,50,19,14,50,3.8,1.46,11.7,2.8,12,19,14,1.1186,12.753144,88.02,12.56
Structure 3,1000,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1612,26.791676,27.57,27.57
Structure 3,100,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1999,13.676271,86.4,14.18
Structure 3,50,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2073,9.762018,83.58,9.85
Structure 3,150,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1957,16.602901,87.05,17.28
Structure 3,200,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1921,18.805138,87.43,19.6
Structure 3,250,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1889,20.481656,87.69,21.35
Structure 3,300,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1861,21.773543,87.87,22.69
Structure 3,350,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1835,22.780964,88.01,23.73
Structure 3,400,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1811,23.575102,88.11,24.53
Structure 3,500,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1766,24.716664,88.28,25.67
Structure 3,550,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1745,25.130302,88.35,26.08
Structure 3,600,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1726,25.468764,88.4,26.4
Structure 3,700,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1691,25.981515,88.48,26.88
Structure 3,750,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1676,26.176522,88.51,27.05
Structure 3,1000,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1612,26.791676,88.6,27.57
Structure 3,1100,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.159,26.934285,88.63,27.67
Structure 3,1200,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1567,27.044077,88.67,27.74
Structure 3,1500,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1511,27.245839,88.73,27.83
Structure 3,900,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1636,26.600373,88.58,27.42
Structure 3,800,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1662,26.341685,88.54,27.2
Structure 3,950,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1624,26.703575,88.59,27.5
Structure 3,850,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1648,26.481264,88.56,27.32
Structure 3,900,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1636,26.600373,88.58,27.42
Structure 3,900,1.522,4.22,4.78,25,20,14,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1007,26.626492,82.19,24.09
Structure 3,900,1.522,4.22,4.78,25,20,15,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1008,26.625973,83.83,24.57
Structure 3,900,1.522,4.22,4.78,25,20,16,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1144,26.621665,87.33,25.91
Structure 3,900,1.522,4.22,4.78,25,20,17,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1636,26.600373,88.58,27.42
Structure 3,900,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2443,26.578478,87.5,28.94
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2518,26.320644,87.12,28.7
Structure 3,700,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2607,25.96219,86.65,28.36
Structure 3,700,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2607,25.96219,86.65,28.36
Structure 3,600,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2713,25.450809,86.07,27.85
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2518,26.320644,87.12,28.7
Structure 3,800,1.522,4.22,4.78,25,20,18,15,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.1614,25.818701,87.93,26.37
Structure 3,800,1.522,4.22,4.78,25,20,18,16,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.0956,22.910053,85.16,21.37
Structure 3,800,1.522,4.22,4.78,25,20,18,17,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.0165,17.931259,79.96,14.57
Structure 3,800,1.522,4.22,4.78,25,20,18,18,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,0.8935,12.492416,75.38,8.41
Structure 3,800,1.522,4.22,4.78,25,20,18,19,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,0.7614,8.721277,71.01,4.72
Structure 3,800,1.522,4.22,4.78,25,20,18,14,100,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2517,26.297371,87.12,28.68
Structure 3,800,1.522,4.22,4.78,25,20,18,14,150,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2515,26.232256,87.13,28.6
Structure 3,800,1.522,4.22,4.78,25,20,18,14,200,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2511,26.115773,87.14,28.47
Structure 3,800,1.522,4.22,4.78,25,20,18,14,250,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2505,25.943852,87.17,28.28
Structure 3,800,1.522,4.22,4.78,25,20,18,14,300,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2497,25.716425,87.2,28.02
Structure 3,800,1.522,4.22,4.78,25,20,18,14,350,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2487,25.436306,87.24,27.71
Structure 3,800,1.522,4.22,4.78,25,20,18,14,450,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2463,24.738409,87.34,26.93
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,14,14,100,1.9,3.6,5.4,30,10,19,19,1.2878,21.32125,33.33,9.15
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,15,14,100,1.9,3.6,5.4,30,10,19,19,1.2874,21.413697,33.47,9.23
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,16,14,100,1.9,3.6,5.4,30,10,19,19,1.2829,22.27726,34.94,9.99
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,17,14,100,1.9,3.6,5.4,30,10,19,19,1.2594,25.952335,54.73,17.89
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,18,14,100,1.9,3.6,5.4,30,10,19,19,1.2514,26.326691,87.03,28.67
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,14,100,1.9,3.6,5.4,30,10,19,19,1.2518,26.320644,87.12,28.7
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,15,100,1.9,3.6,5.4,30,10,19,19,1.2516,26.283735,87.12,28.66
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,16,100,1.9,3.6,5.4,30,10,19,19,1.2505,25.968628,87.15,28.3
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,17,100,1.9,3.6,5.4,30,10,19,19,1.246,24.783603,87.29,26.96
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,19,19,1.219,23.596452,88.49,25.45
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,500,1.9,3.6,5.4,30,10,19,19,1.2518,26.320887,87.12,28.7
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,50,1.9,3.6,5.4,30,10,19,19,1.2518,26.319431,87.12,28.7
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,200,1.9,3.6,5.4,30,10,19,19,1.2518,26.320881,87.12,28.7
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,300,1.9,3.6,5.4,30,10,19,19,1.2518,26.320887,87.12,28.7
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,400,1.9,3.6,5.4,30,10,19,19,1.2518,26.320887,87.12,28.7
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,14,19,1.2386,26.295103,87.39,28.46
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,15,19,1.2387,26.295134,87.39,28.46
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,16,19,1.2397,26.295423,87.4,28.49
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,17,19,1.2421,26.297421,87.41,28.55
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,18,19,1.2448,26.304929,87.38,28.61
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,19,19,1.2518,26.320644,87.12,28.7
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,19,14,1.2518,26.324693,87.12,28.71
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,19,15,1.2518,26.324692,87.12,28.71
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,19,16,1.2518,26.324684,87.12,28.71
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,19,17,1.2518,26.324605,87.12,28.71
Structure 3,800,1.522,4.22,4.78,25,20,18,14,50,2,3.9,3.9,0.2,0.2,19,19,100,1.9,3.6,5.4,30,10,19,18,1.2518,26.323897,87.12,28.71
Structure 11,600,1.43,4.1,4.8,100,20,17,14,50,1.85,4.26,17.7,50,25,17,14,100,1.9,3.6,5.4,30,10,18,15,1.1315,28.916191,88.88,29.08
Structure 11,600,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9478,23.532862,83.69,18.67
Structure 11,100,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.8757,12.038851,73.06,7.7
Structure 11,200,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9063,16.163872,77.97,11.42
Structure 11,300,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9228,18.946252,80.45,14.06
Structure 11,400,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9334,20.931325,81.97,16.02
Structure 11,500,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9418,22.404085,82.93,17.5
Structure 11,700,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.953,24.421385,84.22,19.6
Structure 11,800,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9577,25.137726,84.62,20.37
Structure 11,900,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9616,25.726853,84.95,21.02
Structure 11,1000,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9647,26.218313,85.26,21.56
Structure 11,1100,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9676,26.63494,85.51,22.04
Structure 11,1200,1.43,4.1,4.8,100,20,17,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9702,26.993496,85.71,22.45
Structure 11,1200,1.43,4.1,4.8,100,20,14,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.8483,30.670422,85.83,22.33
Structure 11,1200,1.43,4.1,4.8,100,20,15,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.8651,30.440108,83.9,22.09
Structure 11,1200,1.43,4.1,4.8,100,20,16,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9119,28.703832,83.16,21.77
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0298,26.149777,87.88,23.67
Structure 11,1200,1.43,4.1,4.8,100,20,18,15,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0294,26.108376,87.86,23.62
Structure 11,1200,1.43,4.1,4.8,100,20,18,18,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9668,16.036337,84.3,13.07
Structure 11,1200,1.43,4.1,4.8,100,20,18,19,50,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,0.9172,9.252558,79.22,6.72
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,100,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0299,26.194495,87.97,23.73
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,150,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.03,26.249776,88,23.79
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,200,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.03,26.297204,88.01,23.84
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,250,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0301,26.336493,88.02,23.88
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,300,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0301,26.369138,88.03,23.91
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,350,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0301,26.39632,88.03,23.94
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,400,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0301,26.418991,88.04,23.96
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0302,26.43792,88.04,23.98
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,14,14,100,1.04,4.5,13.6,100,25,17,14,1.0302,26.249358,88.27,23.87
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,16,14,100,1.04,4.5,13.6,100,25,17,14,1.0302,26.314315,88.18,23.9
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,17,14,100,1.04,4.5,13.6,100,25,17,14,1.0302,26.43792,88.04,23.98
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,18,14,100,1.04,4.5,13.6,100,25,17,14,1.0301,26.599438,87.82,24.06
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,100,1.04,4.5,13.6,100,25,17,14,1.0301,26.668429,87.77,24.11
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,17,14,1.0306,26.663583,87.77,24.12
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,150,1.04,4.5,13.6,100,25,17,14,1.0299,26.668596,87.77,24.11
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,200,1.04,4.5,13.6,100,25,17,14,1.0297,26.668575,87.77,24.1
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,250,1.04,4.5,13.6,100,25,17,14,1.0296,26.668555,87.77,24.1
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,300,1.04,4.5,13.6,100,25,17,14,1.0295,26.668538,87.77,24.1
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,350,1.04,4.5,13.6,100,25,17,14,1.0294,26.668524,87.77,24.09
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,400,1.04,4.5,13.6,100,25,17,14,1.0294,26.668513,87.77,24.09
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,450,1.04,4.5,13.6,100,25,17,14,1.0293,26.668504,87.76,24.09
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,500,1.04,4.5,13.6,100,25,17,14,1.0293,26.668497,87.76,24.09
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,17,14,1.0292,26.657401,87.76,24.08
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,14,14,1.0292,26.657401,87.76,24.08
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,15,14,1.0292,26.657462,87.76,24.08
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,14,1.0327,26.683672,87.79,24.19
Structure 11,1200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,1.0327,26.683673,87.79,24.19
Structure 11,100,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.9462,12.464514,83.46,9.84
Structure 11,200,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.9722,16.097245,85.06,13.31
Structure 11,300,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.9871,18.680224,85.89,15.84
Structure 11,400,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.9976,20.581532,86.38,17.73
Structure 11,500,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,1.0051,22.023702,86.75,19.2
Structure 11,600,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,1.0111,23.147125,87.02,20.36
Structure 11,700,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,1.0163,24.042835,87.19,21.31
Structure 11,1000,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,1.0275,25.880799,87.6,23.29
Structure 11,1100,1.43,4.1,4.8,100,20,18,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,1.0303,26.312143,87.7,23.77
Structure 11,100,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8669,15.613661,85.92,11.63
Structure 11,1100,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8891,30.53704,86.67,23.53
Structure 11,1200,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8893,30.675003,86.63,23.63
Structure 11,400,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8851,26.686104,86.67,20.47
Structure 11,500,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8865,27.978766,86.73,21.51
Structure 11,600,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8874,28.832186,86.76,22.2
Structure 11,700,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.888,29.416758,22.66,22.66
Structure 11,800,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8884,29.831161,86.75,22.99
Structure 11,900,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8887,30.134125,86.73,23.23
Structure 11,1000,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8889,30.361822,86.7,23.4
Structure 11,200,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8782,21.312604,86.3,16.15
Structure 11,300,1.43,4.1,4.8,100,20,14,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8828,24.650243,86.53,18.83
Structure 11,1200,1.43,4.1,4.8,100,20,14,15,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8809,30.657779,84.45,22.81
Structure 11,1200,1.43,4.1,4.8,100,20,14,16,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8302,30.486241,78.42,19.85
Structure 11,1200,1.43,4.1,4.8,100,20,14,17,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.7347,28.838503,62.88,13.32
Structure 11,1200,1.43,4.1,4.8,100,20,14,18,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.5864,17.438502,34.39,3.52
Structure 11,1200,1.43,4.1,4.8,100,20,14,19,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.4306,2.382238,27.55,0.28
Structure 11,1200,1.43,4.1,4.8,100,20,15,14,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8941,30.619246,86.31,23.63
Structure 11,1200,1.43,4.1,4.8,100,20,15,15,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8897,30.612992,85.61,23.32
Structure 11,1200,1.43,4.1,4.8,100,20,15,16,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.8618,30.551011,82.22,21.65
Structure 11,1200,1.43,4.1,4.8,100,20,15,17,450,2.42,4.3,9.35,100,25,19,14,50,1.04,4.5,13.6,100,25,18,18,0.7908,29.978006,75.25,17.84
