Name,Abs_Thickness_nm,Abs_Eg_eV,Abs_Chi_eV,Abs_Eps_r,Abs_mu_n,Abs_mu_p,Abs_log10_NA,Abs_log10_Nt,ETL_Thickness_nm,ETL_Eg_eV,ETL_Chi_eV,ETL_Eps_r,ETL_mu_n,ETL_mu_p,ETL_log10_ND,ETL_log10_Nt,HTL_Thickness_nm,HTL_Eg_eV,HTL_Chi_eV,HTL_Eps_r,HTL_mu_n,HTL_mu_p,HTL_log10_NA,HTL_log10_Nt,Voc,Jsc,FF,PCE
Structure 14,1000,1.269,4.17,5.3,20,10,14,14,100,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,0.9144,33.346545,80.14,24.44
Structure 14,1000,1.269,4.17,5.3,20,10,15,14,100,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,0.9147,33.356378,81.49,24.86
Structure 14,1000,1.269,4.17,5.3,20,10,16,14,100,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,0.9273,33.239985,85.63,26.39
Structure 14,1000,1.269,4.17,5.3,20,10,17,14,100,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,0.9753,33.139027,87.32,28.22
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,1.0931,32.894946,88.34,31.76
Structure 14,1000,1.269,4.17,5.3,20,10,19,15,100,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,1.0325,30.417133,85.18,26.75
Structure 14,1000,1.269,4.17,5.3,20,10,19,16,100,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,0.9661,16.546658,76.16,12.17
Structure 14,1000,1.269,4.17,5.3,20,10,19,17,100,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,0.8654,1.551792,65.84,0.88
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,200,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,1.0931,32.89594,88.34,31.76
Structure 14,1000,1.269,4.17,5.3,20,10,19,15,200,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,1.0325,30.418129,85.18,26.75
Structure 14,1000,1.269,4.17,5.3,20,10,19,15,300,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,1.0325,30.418859,85.18,26.75
Structure 14,1000,1.269,4.17,5.3,20,10,19,15,500,1.8,3.9,13.6,100,100,18,15,100,2.2,3.4,8,150,100,19,14,1.0325,30.419806,85.18,26.75
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,14,15,100,2.2,3.4,8,150,100,19,14,1.0937,21.397282,48.73,11.4
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,15,15,100,2.2,3.4,8,150,100,19,14,1.0937,21.50956,49.06,11.54
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,16,15,100,2.2,3.4,8,150,100,19,14,1.0937,22.585373,52.23,12.9
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,15,100,2.2,3.4,8,150,100,19,14,1.0928,32.898454,88.63,31.86
Structure 14,1000,1.269,4.17,5.3,20,10,19,15,100,1.8,3.9,13.6,100,100,14,15,100,2.2,3.4,8,150,100,19,14,1.0334,4.99936,35.06,1.81
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,17,15,100,2.2,3.4,8,150,100,19,14,1.0937,29.533398,69.8,22.55
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,14,100,2.2,3.4,8,150,100,19,14,1.0928,32.898454,88.63,31.86
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,16,100,2.2,3.4,8,150,100,19,14,1.0928,32.898452,88.63,31.86
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,17,100,2.2,3.4,8,150,100,19,14,1.0928,32.898439,88.63,31.86
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,18,100,2.2,3.4,8,150,100,19,14,1.0928,32.898319,88.63,31.86
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,19,100,2.2,3.4,8,150,100,19,14,1.0927,32.89785,88.63,31.86
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,15,200,2.2,3.4,8,150,100,19,14,1.0916,31.576085,88.62,30.55
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,15,300,2.2,3.4,8,150,100,19,14,1.0908,30.614329,88.61,29.59
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,15,400,2.2,3.4,8,150,100,19,14,1.0902,29.876831,88.6,28.86
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,15,500,2.2,3.4,8,150,100,19,14,1.0896,29.294946,88.6,28.28
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,15,100,2.2,3.4,8,150,100,19,14,1.0928,32.898319,88.63,31.86
Structure 14,1000,1.269,4.17,5.3,20,10,19,14,100,1.8,3.9,13.6,100,100,19,15,100,2.2,3.4,8,150,100,20,14,1.0929,33.114358,88.64,32.08
Structure 14,1000,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8909,33.365973,85.57,25.44
Structure 14,100,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8645,20.297602,84.67,14.86
Structure 14,200,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8728,26.080637,84.76,19.3
Structure 14,300,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8777,28.989738,84.85,21.59
Structure 14,400,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8809,30.589365,84.96,22.89
Structure 14,500,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8831,31.547583,85.1,23.71
Structure 14,600,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.885,32.168467,85.22,24.26
Structure 14,700,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8866,32.600439,85.32,24.66
Structure 14,800,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8881,32.919031,85.42,24.97
Structure 14,900,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8896,33.166567,85.5,25.22
Structure 14,1100,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8922,33.532174,85.64,25.62
Structure 14,1200,1.269,4.17,5.3,20,10,17,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8934,33.674795,85.7,25.78
Structure 14,1200,1.269,4.17,5.3,20,10,14,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.864,35.778652,82.79,25.6
Structure 14,1200,1.269,4.17,5.3,20,10,15,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8646,35.773904,84.53,26.15
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.615577,86.3,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,18,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.9372,30.354108,80.08,22.78
Structure 14,1200,1.269,4.17,5.3,20,10,19,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.9943,26.412302,83.01,21.8
Structure 14,1200,1.269,4.17,5.3,20,10,16,15,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8455,35.376602,84.52,25.28
Structure 14,1200,1.269,4.17,5.3,20,10,16,16,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.7905,33.853483,79.24,21.21
Structure 14,1200,1.269,4.17,5.3,20,10,16,17,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.7124,30.534133,71.56,15.57
Structure 14,1200,1.269,4.17,5.3,20,10,16,18,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.6011,25.551535,64.44,9.9
Structure 14,1200,1.269,4.17,5.3,20,10,16,19,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.4719,15.945003,55.39,4.17
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.874,35.635227,86.29,26.87
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,150,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.615577,86.3,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,200,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.610641,86.31,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,250,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.608423,86.31,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,300,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.607659,86.32,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,350,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.607434,86.32,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,400,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.607362,86.32,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,450,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.607326,86.32,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,500,3.2,4,8.7,5300,660,16,15,100,1.34,4.14,10,100,25,18,14,0.8739,35.607297,86.32,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,14,15,100,1.34,4.14,10,100,25,18,14,0.874,35.632617,86.29,26.87
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,15,15,100,1.34,4.14,10,100,25,18,14,0.874,35.632883,86.29,26.87
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,17,15,100,1.34,4.14,10,100,25,18,14,0.874,35.639102,86.3,26.88
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,18,15,100,1.34,4.14,10,100,25,18,14,0.874,35.63829,86.3,26.88
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,15,100,1.34,4.14,10,100,25,18,14,0.874,35.63119,86.31,26.88
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,100,1.34,4.14,10,100,25,18,14,0.874,35.631192,86.31,26.88
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,16,100,1.34,4.14,10,100,25,18,14,0.874,35.631174,86.31,26.88
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,17,100,1.34,4.14,10,100,25,18,14,0.874,35.631015,86.31,26.88
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,18,100,1.34,4.14,10,100,25,18,14,0.874,35.629442,86.31,26.88
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,19,100,1.34,4.14,10,100,25,18,14,0.874,35.615425,86.31,26.86
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,50,1.34,4.14,10,100,25,18,14,0.8562,35.459119,85.87,26.07
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,150,1.34,4.14,10,100,25,18,14,0.883,35.684384,86.4,27.23
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,200,1.34,4.14,10,100,25,18,14,0.8884,35.712323,86.46,27.43
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,250,1.34,4.14,10,100,25,18,14,0.8925,35.730543,86.47,27.57
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,300,1.34,4.14,10,100,25,18,14,0.8956,35.74389,86.45,27.68
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,350,1.34,4.14,10,100,25,18,14,0.8982,35.754374,86.43,27.76
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,400,1.34,4.14,10,100,25,18,14,0.9003,35.762994,86.4,27.82
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,450,1.34,4.14,10,100,25,18,14,0.9019,35.770306,86.4,27.87
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,18,14,0.9033,35.776648,86.39,27.92
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,14,14,0.8047,34.024166,83.32,22.81
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,15,14,0.8095,34.087918,83.46,23.03
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,16,14,0.8234,34.650286,84.26,24.04
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,17,14,0.8622,35.566087,86.02,26.38
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9202,35.799767,85.99,28.33
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,15,0.9202,35.799729,85.99,28.33
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,16,0.9201,35.799362,85.99,28.32
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,17,0.9193,35.795973,86.02,28.31
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,18,0.9148,35.776967,86.17,28.2
Structure 14,1200,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,19,0.9039,35.741883,86.39,27.91
Structure 14,100,1.269,4.17,5.3,20,10,16,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9705,28.117439,86.57,23.62
Structure 14,100,1.269,4.17,5.3,20,10,14,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9703,28.118656,86.52,23.61
Structure 14,100,1.269,4.17,5.3,20,10,15,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9703,28.118544,86.52,23.61
Structure 14,100,1.269,4.17,5.3,20,10,17,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9736,28.107068,87.39,23.92
Structure 14,100,1.269,4.17,5.3,20,10,18,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9769,27.936411,87.73,23.94
Structure 14,100,1.269,4.17,5.3,20,10,19,14,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9788,25.974866,87.67,22.29
Structure 14,100,1.269,4.17,5.3,20,10,18,15,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9707,27.928732,86.6,23.48
Structure 14,100,1.269,4.17,5.3,20,10,18,16,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9337,27.852236,82.58,21.48
Structure 14,100,1.269,4.17,5.3,20,10,18,17,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.845,27.115445,78.46,17.98
Structure 14,100,1.269,4.17,5.3,20,10,18,18,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.7244,21.78533,71.97,11.36
Structure 14,100,1.269,4.17,5.3,20,10,18,19,50,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.573,10.638706,64.61,3.94
Structure 14,100,1.269,4.17,5.3,20,10,18,15,100,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9707,27.933047,86.6,23.48
Structure 14,100,1.269,4.17,5.3,20,10,18,15,150,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9707,27.936794,86.6,23.48
Structure 14,100,1.269,4.17,5.3,20,10,18,15,200,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9707,27.940057,86.6,23.49
Structure 14,100,1.269,4.17,5.3,20,10,18,15,250,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9707,27.942904,86.6,23.49
Structure 14,100,1.269,4.17,5.3,20,10,18,15,300,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9708,27.945395,86.6,23.49
Structure 14,100,1.269,4.17,5.3,20,10,18,15,350,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9708,27.94758,86.6,23.49
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9708,27.949501,86.6,23.5
Structure 14,100,1.269,4.17,5.3,20,10,18,15,450,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9708,27.951193,86.6,23.5
Structure 14,100,1.269,4.17,5.3,20,10,18,15,500,3.2,4,8.7,5300,660,19,14,500,1.34,4.14,10,100,25,19,14,0.9708,27.952687,86.6,23.5
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,14,14,500,1.34,4.14,10,100,25,19,14,0.9744,26.985812,86.31,22.7
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,15,14,500,1.34,4.14,10,100,25,19,14,0.9744,27.052,86.4,22.77
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,16,14,500,1.34,4.14,10,100,25,19,14,0.9743,27.510276,86.49,23.18
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,14,0.9739,27.896603,87.58,23.79
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,18,14,500,1.34,4.14,10,100,25,19,14,0.9707,27.938941,86.63,23.49
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,15,500,1.34,4.14,10,100,25,19,14,0.9739,27.896517,87.58,23.79
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,16,500,1.34,4.14,10,100,25,19,14,0.9739,27.895651,87.58,23.79
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,17,500,1.34,4.14,10,100,25,19,14,0.9739,27.887167,87.56,23.78
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,18,500,1.34,4.14,10,100,25,19,14,0.9738,27.816482,87.46,23.69
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,19,500,1.34,4.14,10,100,25,19,14,0.9735,27.577629,87.32,23.44
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,50,1.34,4.14,10,100,25,19,14,0.9072,18.23548,85.03,14.07
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,100,1.34,4.14,10,100,25,19,14,0.9273,20.461196,86.2,16.36
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,150,1.34,4.14,10,100,25,19,14,0.9398,22.097758,86.64,17.99
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,200,1.34,4.14,10,100,25,19,14,0.9478,23.408297,86.96,19.29
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,250,1.34,4.14,10,100,25,19,14,0.9544,24.488539,87.14,20.37
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,300,1.34,4.14,10,100,25,19,14,0.9601,25.394294,87.23,21.27
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,350,1.34,4.14,10,100,25,19,14,0.9642,26.163601,87.36,22.04
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,400,1.34,4.14,10,100,25,19,14,0.9677,26.824092,87.46,22.7
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,450,1.34,4.14,10,100,25,19,14,0.9709,27.396464,87.53,23.28
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,14,0.9739,27.896603,87.58,23.79
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,14,14,0.8353,11.131336,75.81,7.05
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,15,14,0.8383,11.186051,75.84,7.11
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,16,14,0.8443,11.955032,76.17,7.69
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,17,14,0.8672,17.80845,78.97,12.2
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,18,14,0.9182,25.964477,85.09,20.29
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,15,0.9738,27.890905,87.58,23.79
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,16,0.9731,27.834417,87.57,23.72
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,17,0.9675,27.315012,87.44,23.11
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,18,0.9445,24.453545,86.77,20.04
Structure 14,100,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,19,0.9123,19.893581,85.25,15.47
Structure 14,1000,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,14,0.9647,34.293746,87.22,28.86
Structure 14,1200,1.269,4.17,5.3,20,10,18,15,400,3.2,4,8.7,5300,660,17,14,500,1.34,4.14,10,100,25,19,14,0.9631,34.314488,87.15,28.8
Structure 28,1000,1.265,3.92,5.85,25,20,17,14,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.9135,35.686133,86.75,28.28
Structure 28,1000,1.265,3.92,5.85,25,20,14,14,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.8533,35.689052,79.15,24.1
Structure 28,1000,1.265,3.92,5.85,25,20,15,14,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.8535,35.68612,80.62,24.55
Structure 28,1000,1.265,3.92,5.85,25,20,16,14,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.8657,35.690105,84.98,26.26
Structure 28,1000,1.265,3.92,5.85,25,20,18,14,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.9726,35.673495,87.86,30.48
Structure 28,1000,1.265,3.92,5.85,25,20,19,14,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,1.0311,35.604688,88.23,32.39
Structure 28,1000,1.265,3.92,5.85,25,20,19,15,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.9736,34.497542,86.07,28.91
Structure 28,1000,1.265,3.92,5.85,25,20,19,16,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.9203,27.882486,77.83,19.97
Structure 28,1000,1.265,3.92,5.85,25,20,19,17,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.8782,15.834933,66.44,9.24
Structure 28,1000,1.265,3.92,5.85,25,20,19,18,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.8373,5.836932,59.33,2.9
Structure 28,1000,1.265,3.92,5.85,25,20,19,19,100,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,0.8036,1.706648,66.42,0.91
Structure 28,1000,1.265,3.92,5.85,25,20,19,14,50,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,1.0311,35.619482,88.02,32.33
Structure 28,1000,1.265,3.92,5.85,25,20,19,14,500,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,1.0311,35.596147,88.25,32.39
Structure 28,1000,1.265,3.92,5.85,25,20,19,14,400,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,1.0311,35.599885,88.25,32.39
Structure 28,1000,1.265,3.92,5.85,25,20,19,14,300,2.8,3.8,9,100,25,17,14,50,1.55,3.6,6.5,12,9,17,14,1.0311,35.602891,88.24,32.39
